Order Date,Order ID,Customer ID,Customer Segment,Product,Category,Region,State,Sales,Quantity,Discount,Cost,Profit,Payment Method,Shipping Mode
2025-01-23,ORD-00368,CUST-10341,Small Business,Laptop Pro,Electronics,North,Delhi,2868.16,2,0.0,1840.5,1027.66,Cash,Express
2025-07-12,ORD-00369,CUST-10212,Corporate,Standing Desk,Furniture,East,West Bengal,605.08,1,0.05,451.4,153.68,Debit Card,Express
2025-02-13,ORD-00370,CUST-10269,Consumer,Office Chair,Furniture,South,Telangana,778.13,1,0.0,615.2,162.93,Bank Transfer,Express
2025-03-26,ORD-00371,CUST-10265,Consumer,Bookshelf,Furniture,North,Delhi,5822.18,7,0.2,4915.95,906.22,UPI,Standard
2025-10-16,ORD-00372,CUST-10071,Small Business,Notebook Pack,Office Supplies,West,Goa,322.15,1,0.0,191.84,130.32,Credit Card,Express
2025-06-02,ORD-00373,CUST-10286,Corporate,Desk Organizer,Office Supplies,East,Odisha,2328.07,7,0.1,2030.08,297.99,UPI,Express
2025-07-20,ORD-00374,CUST-10331,Corporate,Mouse,Accessories,East,West Bengal,1732.46,6,0.0,1370.63,361.83,Bank Transfer,Same Day
2025-10-11,ORD-00375,CUST-10232,Corporate,Laptop Pro,Electronics,West,Goa,1815.88,2,0.0,1208.09,607.79,Cash,Standard
2025-02-16,ORD-00376,CUST-10332,Consumer,Laptop Pro,Electronics,West,Maharashtra,5544.81,7,0.0,3556.12,1988.69,Bank Transfer,Standard
2025-06-24,ORD-00377,CUST-10297,Consumer,Printer Paper,Office Supplies,South,Tamil Nadu,450.07,2,0.0,301.02,149.05,Bank Transfer,Standard
2025-01-13,ORD-00378,CUST-10234,Corporate,Mouse,Accessories,East,West Bengal,548.88,2,0.0,462.55,86.33,UPI,Express
2025-07-02,ORD-00379,CUST-10168,Small Business,Keyboard,Accessories,East,Jharkhand,1990.87,5,0.1,1328.74,662.13,Cash,Same Day
2025-03-23,ORD-00380,CUST-10301,Consumer,Mouse,Accessories,North,Uttar Pradesh,1216.39,3,0.1,874.4,341.99,UPI,Standard
2025-11-29,ORD-00381,CUST-10065,Corporate,USB Hub,Accessories,North,Haryana,1482.15,3,0.0,1173.45,308.7,Debit Card,Standard
2025-04-06,ORD-00382,CUST-10197,Consumer,Smartphone X,Electronics,South,Karnataka,2093.08,2,0.05,1761.53,331.55,Bank Transfer,Standard
2025-03-15,ORD-00383,CUST-10286,Small Business,Bookshelf,Furniture,South,Kerala,2496.07,5,0.1,1940.87,555.2,Cash,Standard
2025-01-06,ORD-00384,CUST-10331,Consumer,Smartphone X,Electronics,East,West Bengal,1299.11,1,0.05,1046.99,252.11,Cash,Express
2025-02-18,ORD-00385,CUST-10094,Corporate,Desk Organizer,Office Supplies,East,Odisha,368.91,2,0.05,233.15,135.76,Debit Card,Standard
2025-03-20,ORD-00386,CUST-10033,Consumer,Webcam,Accessories,South,Karnataka,2256.13,4,0.0,1902.42,353.71,Debit Card,Standard
2025-03-25,ORD-00387,CUST-10117,Corporate,Conference Table,Furniture,North,Uttar Pradesh,2158.04,4,0.05,1430.17,727.87,Debit Card,Same Day
2025-09-27,ORD-00388,CUST-10303,Corporate,Printer Paper,Office Supplies,South,Karnataka,1428.93,5,0.05,883.81,545.12,Debit Card,Standard
2025-11-20,ORD-00389,CUST-10184,Consumer,Smartphone X,Electronics,West,Goa,2513.32,2,0.2,2193.81,319.51,Bank Transfer,Standard
2025-11-09,ORD-00390,CUST-10020,Small Business,Monitor 27,Electronics,South,Karnataka,5096.76,5,0.2,3264.43,1832.33,Bank Transfer,Standard
2025-12-16,ORD-00391,CUST-10042,Small Business,Tablet Air,Electronics,North,Delhi,6274.77,6,0.2,3896.6,2378.16,Debit Card,Standard
2025-11-24,ORD-00392,CUST-10119,Small Business,Smartphone X,Electronics,West,Goa,3917.56,3,0.05,3007.93,909.63,Debit Card,Standard
2025-06-16,ORD-00393,CUST-10120,Consumer,Mouse,Accessories,North,Uttar Pradesh,628.26,2,0.0,424.49,203.77,UPI,Express
2025-05-23,ORD-00394,CUST-10048,Corporate,Office Chair,Furniture,North,Delhi,3843.51,4,0.05,2383.0,1460.52,UPI,Standard
2025-08-25,ORD-00395,CUST-10173,Corporate,Mouse,Accessories,West,Gujarat,2701.8,5,0.05,2054.27,647.52,Debit Card,Express
2025-04-27,ORD-00396,CUST-10168,Corporate,Notebook Pack,Office Supplies,East,Odisha,400.23,1,0.0,323.26,76.97,Credit Card,Standard
2025-08-09,ORD-00397,CUST-10070,Corporate,Smartphone X,Electronics,South,Kerala,4620.43,4,0.0,3779.33,841.11,Bank Transfer,Standard
2025-12-31,ORD-00398,CUST-10082,Corporate,Smartphone X,Electronics,West,Gujarat,2022.44,2,0.05,1267.37,755.07,Cash,Standard
2025-03-14,ORD-00399,CUST-10233,Consumer,Webcam,Accessories,East,West Bengal,1999.23,4,0.05,1493.54,505.68,Bank Transfer,Standard
2025-10-08,ORD-00400,CUST-10334,Consumer,Smartphone X,Electronics,East,Odisha,8728.61,7,0.0,7193.28,1535.33,Cash,Standard
2025-12-08,ORD-00401,CUST-10349,Consumer,Mouse,Accessories,East,Odisha,1294.04,4,0.1,813.08,480.96,Debit Card,Express
2025-07-16,ORD-00402,CUST-10196,Consumer,Monitor 27,Electronics,South,Karnataka,5163.55,6,0.05,3316.57,1846.98,Cash,Standard
2025-05-10,ORD-00403,CUST-10014,Consumer,Desk Organizer,Office Supplies,South,Telangana,561.34,3,0.15,325.98,235.35,Cash,Express
2025-04-03,ORD-00404,CUST-10315,Consumer,Webcam,Accessories,West,Goa,2841.44,7,0.05,2095.25,746.19,UPI,Standard
2025-03-03,ORD-00405,CUST-10333,Corporate,Tablet Air,Electronics,South,Karnataka,4881.68,6,0.1,3116.49,1765.19,Bank Transfer,Standard
2025-04-28,ORD-00406,CUST-10098,Corporate,Monitor 27,Electronics,South,Telangana,5359.49,7,0.0,4272.98,1086.51,Debit Card,Standard
2025-09-30,ORD-00407,CUST-10141,Consumer,Webcam,Accessories,West,Gujarat,1568.71,6,0.1,1362.68,206.03,Cash,Standard
2025-07-08,ORD-00408,CUST-10010,Corporate,Smartphone X,Electronics,South,Telangana,8014.97,5,0.0,5150.63,2864.34,Debit Card,Express
2025-03-22,ORD-00409,CUST-10281,Small Business,Standing Desk,Furniture,West,Maharashtra,2408.45,4,0.0,1865.9,542.55,UPI,Express
2025-07-17,ORD-00410,CUST-10272,Small Business,Office Chair,Furniture,South,Karnataka,3794.26,7,0.1,2441.79,1352.46,Credit Card,Standard
2025-10-23,ORD-00411,CUST-10008,Small Business,Laptop Pro,Electronics,North,Delhi,6626.78,6,0.05,3879.33,2747.45,UPI,Standard
2025-01-05,ORD-00412,CUST-10246,Small Business,Printer Paper,Office Supplies,North,Uttar Pradesh,710.71,3,0.0,573.94,136.76,Credit Card,Express
2025-01-08,ORD-00413,CUST-10145,Corporate,Notebook Pack,Office Supplies,West,Goa,338.0,1,0.15,240.05,97.95,UPI,Standard
2025-12-17,ORD-00414,CUST-10191,Small Business,Bookshelf,Furniture,South,Telangana,1171.97,1,0.0,1012.62,159.35,Bank Transfer,Standard
2025-10-01,ORD-00415,CUST-10077,Small Business,USB Hub,Accessories,West,Gujarat,736.19,2,0.1,544.99,191.2,Debit Card,Standard
2025-07-30,ORD-00416,CUST-10286,Consumer,Laptop Pro,Electronics,West,Gujarat,1044.3,1,0.1,655.03,389.27,Bank Transfer,Standard
2025-11-27,ORD-00417,CUST-10142,Small Business,Smartphone X,Electronics,West,Gujarat,2075.95,2,0.05,1484.16,591.79,Cash,Express
2025-08-04,ORD-00418,CUST-10295,Corporate,Ink Cartridge,Office Supplies,North,Punjab,180.96,1,0.05,115.97,64.99,Bank Transfer,Standard
2025-07-10,ORD-00419,CUST-10052,Corporate,Keyboard,Accessories,West,Maharashtra,2599.78,7,0.0,2192.67,407.1,Debit Card,Standard
2025-03-19,ORD-00420,CUST-10206,Small Business,Monitor 27,Electronics,South,Kerala,774.32,1,0.1,609.6,164.72,Credit Card,Express
2025-10-23,ORD-00421,CUST-10109,Consumer,Monitor 27,Electronics,North,Uttar Pradesh,3997.98,5,0.05,2728.11,1269.87,Bank Transfer,Standard
2025-10-07,ORD-00422,CUST-10339,Consumer,Conference Table,Furniture,West,Maharashtra,2801.66,3,0.0,2068.59,733.06,Debit Card,Express
2025-04-18,ORD-00423,CUST-10195,Corporate,USB Hub,Accessories,West,Maharashtra,581.75,2,0.05,454.26,127.49,Bank Transfer,Standard
2025-09-27,ORD-00424,CUST-10252,Corporate,Smartphone X,Electronics,West,Maharashtra,3579.34,5,,2916.65,662.69,UPI,Standard
2025-09-23,ORD-00425,CUST-10031,Small Business,Bookshelf,Furniture,North,Haryana,5231.53,7,0.15,3160.08,2071.46,UPI,Standard
2025-02-04,ORD-00426,CUST-10237,Small Business,Notebook Pack,Office Supplies,South,Telangana,1349.14,6,0.2,791.62,557.53,UPI,Standard
2025-02-28,ORD-00427,CUST-10036,Corporate,Standing Desk,Furniture,West,Goa,4070.38,7,0.1,2500.58,1569.8,Bank Transfer,Standard
2025-08-06,ORD-00428,CUST-10127,Small Business,Smartphone X,Electronics,South,Karnataka,3382.17,5,0.1,2362.44,1019.73,Debit Card,Express
2025-08-16,ORD-00429,CUST-10078,Consumer,Laptop Pro,Electronics,West,Maharashtra,4162.66,5,0.1,2997.17,1165.5,Credit Card,Express
2025-08-29,ORD-00430,CUST-10001,Small Business,Standing Desk,Furniture,South,Kerala,1211.94,2,0.15,752.54,459.4,Credit Card,Express
2025-05-17,ORD-00431,CUST-10206,Consumer,Office Chair,Furniture,South,Tamil Nadu,5922.01,6,0.1,4165.22,1756.79,Bank Transfer,Standard
2025-11-01,ORD-00432,CUST-10085,Corporate,Mouse,Accessories,North,Delhi,3309.35,6,0.05,2357.87,951.48,Cash,Same Day
2025-06-12,ORD-00433,CUST-10180,Consumer,Notebook Pack,Office Supplies,North,Delhi,491.28,2,0.1,301.02,190.26,Cash,Standard
2025-03-17,ORD-00434,CUST-10268,Corporate,Printer Paper,Office Supplies,South,Karnataka,736.36,3,0.1,629.59,106.77,Debit Card,Express
2025-02-12,ORD-00435,CUST-10063,Consumer,Mouse,Accessories,West,Rajasthan,2561.97,5,0.0,1946.44,615.53,Bank Transfer,Express
2025-11-17,ORD-00436,CUST-10249,Consumer,Conference Table,Furniture,West,Gujarat,929.87,1,0.05,647.71,282.16,UPI,Standard
2025-09-16,ORD-00437,CUST-10104,Corporate,Bookshelf,Furniture,West,Goa,3862.98,6,0.05,2827.98,1035.0,Cash,Standard
2025-06-18,ORD-00438,CUST-10116,Corporate,USB Hub,Accessories,East,Odisha,525.61,2,0.15,354.4,171.21,UPI,Express
2025-03-18,ORD-00439,CUST-10202,Consumer,Smartphone X,Electronics,North,Delhi,1092.6,1,0.05,913.74,178.86,Credit Card,Express
2025-02-05,ORD-00440,CUST-10219,Corporate,Desk Organizer,Office Supplies,North,Uttar Pradesh,786.73,3,0.15,592.02,194.71,Bank Transfer,Standard
2025-02-25,ORD-00441,CUST-10230,Consumer,Notebook Pack,Office Supplies,South,Telangana,1214.5,6,0.05,884.73,329.78,Cash,Express
2025-02-08,ORD-00442,CUST-10069,Consumer,Smartphone X,Electronics,West,Rajasthan,1729.43,2,0.15,1475.66,253.77,UPI,Standard
2025-07-13,ORD-00443,CUST-10203,Consumer,Conference Table,Furniture,North,Uttar Pradesh,3042.16,4,0.0,2529.24,512.93,Bank Transfer,Standard
2025-03-14,ORD-00444,CUST-10093,Corporate,Smartphone X,Electronics,West,Rajasthan,5038.26,6,0.15,4150.72,887.54,UPI,Express
2025-02-16,ORD-00445,CUST-10097,Corporate,Monitor 27,Electronics,West,Goa,1054.26,1,0.1,682.83,371.43,UPI,Express
2025-04-14,ORD-00446,CUST-10332,Corporate,Office Chair,Furniture,North,Haryana,5680.52,6,0.05,3555.65,2124.87,Debit Card,Standard
2025-09-13,ORD-00447,CUST-10036,Small Business,Tablet Air,Electronics,South,Telangana,3466.0,3,0.05,2727.84,738.16,Debit Card,Standard
2025-07-01,ORD-00448,CUST-10145,Corporate,Desk Organizer,Office Supplies,North,Punjab,1078.85,5,0.05,777.41,301.44,Credit Card,Standard
2025-02-26,ORD-00449,CUST-10154,Corporate,USB Hub,Accessories,West,Gujarat,584.42,2,0.05,458.83,125.58,Cash,Standard
2025-10-01,ORD-00450,CUST-10086,Small Business,Webcam,Accessories,North,Punjab,494.23,1,0.1,399.43,94.8,Bank Transfer,Standard
2025-06-28,ORD-00451,CUST-10275,Consumer,Laptop Pro,Electronics,West,Maharashtra,5704.61,6,0.2,3814.07,1890.54,Debit Card,Standard
2025-03-10,ORD-00452,CUST-10171,Consumer,Monitor 27,Electronics,South,Karnataka,4345.21,6,0.1,2891.28,1453.93,Debit Card,Express
2025-09-10,ORD-00453,CUST-10252,Consumer,Tablet Air,Electronics,North,Uttar Pradesh,6205.32,7,0.1,4512.82,1692.5,Debit Card,Standard
2025-12-29,ORD-00454,CUST-10136,Corporate,Tablet Air,Electronics,West,Rajasthan,7064.25,5,0.05,4676.99,2387.26,UPI,Standard
2025-07-17,ORD-00455,CUST-10314,Corporate,Mouse,Accessories,West,Maharashtra,1786.97,4,0.15,1394.18,392.8,Bank Transfer,Standard
2025-02-28,ORD-00456,CUST-10256,Consumer,Standing Desk,Furniture,West,Maharashtra,1951.69,2,0.15,1569.2,382.49,Bank Transfer,Standard
2025-04-23,ORD-00457,CUST-10117,Small Business,Laptop Pro,Electronics,South,Kerala,3709.05,3,0.05,2676.49,1032.56,Debit Card,Standard
2025-08-07,ORD-00458,CUST-10337,Small Business,Mouse,Accessories,East,Odisha,1660.39,5,0.2,1323.56,336.83,Debit Card,Standard
2025-12-31,ORD-00459,CUST-10303,Consumer,Bookshelf,Furniture,South,Telangana,2401.44,3,0.05,1760.57,640.87,Cash,Standard
2025-12-06,ORD-00460,CUST-10208,Consumer,Laptop Pro,Electronics,North,Haryana,3148.33,4,0.15,2499.34,648.99,Bank Transfer,Standard
2025-12-07,ORD-00461,CUST-10006,Consumer,Smartphone X,Electronics,North,Punjab,2153.98,2,0.2,1394.68,759.3,Credit Card,Standard
2025-10-31,ORD-00462,CUST-10207,Consumer,Printer Paper,Office Supplies,West,Rajasthan,1127.0,4,0.1,903.46,223.54,UPI,Express
2025-07-29,ORD-00463,CUST-10242,Small Business,Ink Cartridge,Office Supplies,South,Karnataka,433.38,2,0.0,344.34,89.04,Cash,Standard
2025-08-25,ORD-00464,CUST-10128,Corporate,Monitor 27,Electronics,East,West Bengal,1406.08,1,0.1,927.99,478.09,Bank Transfer,Standard
2025-09-25,ORD-00465,CUST-10051,Consumer,USB Hub,Accessories,North,Haryana,396.81,1,0.0,296.33,100.47,Bank Transfer,Standard
2025-09-19,ORD-00466,CUST-10198,Corporate,USB Hub,Accessories,North,Haryana,985.02,4,0.15,824.06,160.96,Credit Card,Standard
2025-08-22,ORD-00467,CUST-10281,Consumer,Webcam,Accessories,North,Uttar Pradesh,1092.03,3,0.05,715.12,376.91,UPI,Standard
2025-02-18,ORD-00468,CUST-10112,Consumer,Tablet Air,Electronics,South,Telangana,1392.99,1,0.1,1115.5,277.49,Debit Card,Express
2025-11-18,ORD-00469,CUST-10160,Consumer,Tablet Air,Electronics,West,Gujarat,5409.74,4,0.15,4685.86,723.88,Bank Transfer,Standard
2025-01-04,ORD-00470,CUST-10001,Corporate,Webcam,Accessories,East,Bihar,875.55,2,0.0,735.35,140.2,Credit Card,Standard
2025-06-05,ORD-00471,CUST-10247,Corporate,Laptop Pro,Electronics,East,Odisha,1545.97,1,0.05,1082.88,463.08,Debit Card,Standard
2025-06-08,ORD-00472,CUST-10304,Small Business,Notebook Pack,Office Supplies,East,West Bengal,340.25,1,0.1,259.32,80.92,Cash,Standard
2025-12-30,ORD-00473,CUST-10272,Consumer,Printer Paper,Office Supplies,West,Goa,1394.04,4,0.05,1223.31,170.73,Credit Card,Same Day
2025-02-02,ORD-00474,CUST-10151,Corporate,Monitor 27,Electronics,West,Gujarat,10769.03,7,0.0,8082.5,2686.54,Credit Card,Standard
2025-06-23,ORD-00475,CUST-10016,Consumer,Ink Cartridge,Office Supplies,West,Maharashtra,535.08,2,0.0,328.81,206.27,Credit Card,Standard
2025-05-11,ORD-00476,CUST-10173,Consumer,Keyboard,Accessories,East,Odisha,1001.63,2,0.05,594.6,407.03,Cash,Standard
2025-02-05,ORD-00477,CUST-10330,Small Business,Printer Paper,Office Supplies,East,West Bengal,560.38,2,0.1,457.89,102.5,Debit Card,Standard
2025-03-23,ORD-00478,CUST-10030,Corporate,Conference Table,Furniture,North,,2813.09,3,0.1,1989.1,823.99,Cash,Standard
2025-06-04,ORD-00479,CUST-10075,Consumer,Mouse,Accessories,North,Haryana,1996.42,6,0.0,1305.74,690.67,Cash,Standard
2025-12-01,ORD-00480,CUST-10293,Corporate,Office Chair,Furniture,East,Bihar,2992.07,3,0.05,2047.48,944.59,Debit Card,Standard
2025-05-22,ORD-00481,CUST-10199,Corporate,Ink Cartridge,Office Supplies,East,Odisha,1883.38,5,0.05,1520.29,363.09,UPI,Standard
2025-11-18,ORD-00482,CUST-10060,Small Business,Webcam,Accessories,West,Goa,2491.72,7,0.05,1792.98,698.74,Credit Card,Standard
2025-09-25,ORD-00483,CUST-10009,Corporate,Desk Organizer,Office Supplies,North,Uttar Pradesh,2538.27,7,0.1,2133.54,404.73,Debit Card,Standard
2025-10-26,ORD-00484,CUST-10144,Consumer,Smartphone X,Electronics,East,West Bengal,4163.3,4,0.05,3332.63,830.67,Credit Card,Standard
2025-11-08,ORD-00485,CUST-10209,Corporate,Smartphone X,Electronics,West,Rajasthan,4190.61,5,0.1,3655.06,535.54,UPI,Express
2025-09-18,ORD-00486,CUST-10295,Consumer,Tablet Air,Electronics,East,West Bengal,5062.28,7,0.15,4285.48,776.8,Cash,Standard
2025-09-25,ORD-00487,CUST-10310,Consumer,Standing Desk,Furniture,East,Bihar,5865.88,6,0.1,3850.15,2015.73,Credit Card,Same Day
2025-02-26,ORD-00488,CUST-10161,Corporate,Conference Table,Furniture,West,Goa,2510.41,3,0.1,1952.39,558.02,Bank Transfer,Same Day
2025-09-19,ORD-00489,CUST-10148,Corporate,Notebook Pack,Office Supplies,North,Haryana,250.8,1,0.0,147.01,103.79,Cash,Standard
2025-01-18,ORD-00490,CUST-10326,Consumer,Standing Desk,Furniture,North,Delhi,966.25,1,0.0,847.72,118.53,Debit Card,Standard
2025-09-27,ORD-00491,CUST-10272,Corporate,Desk Organizer,Office Supplies,North,Haryana,1794.73,7,0.0,1181.48,613.26,Bank Transfer,Express
2025-08-27,ORD-00492,CUST-10074,Corporate,USB Hub,Accessories,North,Haryana,1440.4,4,0.15,1122.71,317.7,UPI,Standard
2025-10-04,ORD-00493,CUST-10239,Corporate,Monitor 27,Electronics,North,Uttar Pradesh,3929.94,3,0.15,3280.5,649.44,Bank Transfer,Standard
2025-08-23,ORD-00494,CUST-10251,Consumer,Ink Cartridge,Office Supplies,East,Bihar,995.01,3,0.0,625.0,370.0,Cash,Standard
2025-05-15,ORD-00495,CUST-10082,Consumer,Desk Organizer,Office Supplies,South,Tamil Nadu,705.56,2,0.0,588.69,116.87,Cash,Standard
2025-05-15,ORD-00496,CUST-10343,Consumer,Conference Table,Furniture,East,Odisha,5410.87,6,0.05,3158.18,2252.69,UPI,Express
2025-08-06,ORD-00497,CUST-10104,Consumer,Laptop Pro,Electronics,East,Odisha,7468.14,5,0.1,5321.74,2146.39,Credit Card,Express
2025-06-22,ORD-00498,CUST-10193,Consumer,Ink Cartridge,Office Supplies,North,Punjab,1487.28,7,0.1,1073.24,414.04,UPI,Express
2025-05-05,ORD-00499,CUST-10173,Consumer,Keyboard,Accessories,East,West Bengal,975.05,3,0.1,674.96,300.09,Cash,Express
2025-06-28,ORD-00500,CUST-10243,Consumer,Desk Organizer,Office Supplies,East,West Bengal,689.29,4,0.15,521.05,168.25,Credit Card,Express
2025-07-15,ORD-00501,CUST-10316,Consumer,Keyboard,Accessories,North,Uttar Pradesh,436.19,1,0.05,372.71,63.49,Debit Card,Standard
2025-03-29,ORD-00502,CUST-10138,Small Business,USB Hub,Accessories,South,Tamil Nadu,3018.26,7,0.1,2046.67,971.59,Debit Card,Same Day
2025-08-21,ORD-00503,CUST-10135,Corporate,Office Chair,Furniture,South,Tamil Nadu,3766.15,4,0.1,2838.84,927.31,Bank Transfer,Same Day
2025-04-25,ORD-00504,CUST-10263,Consumer,Notebook Pack,Office Supplies,East,Jharkhand,977.13,4,0.05,823.96,153.18,Cash,Express
2025-04-08,ORD-00505,CUST-10334,Small Business,Office Chair,Furniture,East,Jharkhand,1430.13,3,0.15,1161.12,269.01,Credit Card,Express
2025-06-02,ORD-00506,CUST-10319,Consumer,USB Hub,Accessories,South,Tamil Nadu,970.86,2,0.0,574.96,395.9,Bank Transfer,Standard
2025-02-07,ORD-00507,CUST-10264,Consumer,Monitor 27,Electronics,East,Bihar,10497.69,7,0.1,9057.8,1439.89,Credit Card,Standard
2025-08-09,ORD-00508,CUST-10247,Small Business,Bookshelf,Furniture,South,Karnataka,2710.06,4,0.1,1609.76,1100.3,UPI,Express
2025-09-25,ORD-00509,CUST-10270,Consumer,Keyboard,Accessories,East,Odisha,1422.91,5,0.15,1076.61,346.3,UPI,Standard
2025-12-15,ORD-00510,CUST-10328,Consumer,Monitor 27,Electronics,West,Gujarat,906.05,1,0.1,681.9,224.15,Credit Card,Standard
2025-04-14,ORD-00511,CUST-10004,Consumer,Desk Organizer,Office Supplies,West,Goa,526.86,2,0.05,429.87,96.99,Debit Card,Standard
2025-07-16,ORD-00512,CUST-10207,Corporate,Conference Table,Furniture,South,Karnataka,3687.92,6,0.15,2303.22,1384.69,Bank Transfer,Standard
2025-07-03,ORD-00513,CUST-10012,Corporate,Keyboard,Accessories,West,Rajasthan,331.14,1,0.15,209.88,121.26,Cash,Standard
2025-09-24,ORD-00514,CUST-10202,Consumer,Mouse,Accessories,West,Goa,438.69,1,0.1,353.43,85.27,Debit Card,Standard
2025-08-17,ORD-00515,CUST-10139,Consumer,Monitor 27,Electronics,East,West Bengal,5431.12,6,0.15,3393.64,2037.48,Debit Card,Standard
2025-10-22,ORD-00516,CUST-10107,Consumer,Ink Cartridge,Office Supplies,West,Goa,771.54,3,0.05,556.15,215.39,UPI,Standard
2025-11-07,ORD-00517,CUST-10312,Corporate,Bookshelf,Furniture,East,Odisha,1043.5,2,0.1,834.27,209.23,Cash,Standard
2025-02-11,ORD-00518,CUST-10249,Consumer,Printer Paper,Office Supplies,North,Haryana,1317.91,4,0.15,1021.87,296.04,Credit Card,Standard
2025-05-10,ORD-00519,CUST-10199,Small Business,Desk Organizer,Office Supplies,West,Gujarat,518.97,2,0.05,333.79,185.18,Bank Transfer,Express
2025-08-27,ORD-00520,CUST-10309,Corporate,Keyboard,Accessories,South,Telangana,344.93,1,0.1,231.51,113.42,Bank Transfer,Standard
2025-07-18,ORD-00521,CUST-10035,Consumer,Monitor 27,Electronics,South,Karnataka,661.65,1,0.2,576.1,85.56,Cash,Standard
2025-06-25,ORD-00522,CUST-10227,Corporate,Smartphone X,Electronics,East,West Bengal,1131.31,1,0.15,808.43,322.87,Cash,Standard
2025-03-05,ORD-00523,CUST-10055,Consumer,Ink Cartridge,Office Supplies,West,Goa,638.34,2,0.15,378.75,259.59,Bank Transfer,Standard
2025-07-28,ORD-00524,CUST-10082,Consumer,Notebook Pack,Office Supplies,North,Haryana,908.29,5,0.05,586.64,321.65,Bank Transfer,Express
2025-09-28,ORD-00525,CUST-10065,Consumer,Conference Table,Furniture,West,Maharashtra,1563.08,3,0.2,1067.17,495.92,UPI,Standard
2025-01-15,ORD-00526,CUST-10191,Corporate,Monitor 27,Electronics,East,West Bengal,882.18,1,0.0,776.18,106.0,UPI,Standard
2025-08-04,ORD-00527,CUST-10221,Corporate,Bookshelf,Furniture,South,Tamil Nadu,865.84,1,0.1,580.81,285.03,Debit Card,Express
2025-11-27,ORD-00528,CUST-10265,Small Business,Keyboard,Accessories,South,Kerala,2097.12,4,0.1,1232.94,864.18,Bank Transfer,Standard
2025-07-29,ORD-00529,CUST-10155,Consumer,Laptop Pro,Electronics,North,Haryana,5866.26,6,0.15,4305.11,1561.15,Bank Transfer,Express
2025-12-14,ORD-00530,CUST-10329,Consumer,Standing Desk,Furniture,East,West Bengal,2005.04,3,0.15,1213.21,791.83,Credit Card,Same Day
2025-05-09,ORD-00531,CUST-10131,Corporate,Webcam,Accessories,North,Uttar Pradesh,477.29,1,0.1,316.07,161.22,Debit Card,Standard
2025-01-02,ORD-00532,CUST-10055,Consumer,Smartphone X,Electronics,North,Punjab,2575.19,2,0.1,2260.29,314.91,Cash,Same Day
2025-09-06,ORD-00533,CUST-10013,Consumer,Notebook Pack,Office Supplies,East,Jharkhand,901.64,4,0.05,713.55,188.09,UPI,Standard
2025-03-19,ORD-00534,CUST-10045,Small Business,Smartphone X,Electronics,North,Delhi,1611.83,2,0.1,959.36,652.47,Credit Card,Standard
2025-01-04,ORD-00535,CUST-10156,Small Business,Webcam,Accessories,West,Maharashtra,2477.31,7,0.1,1770.3,707.01,Cash,Standard
2025-03-07,ORD-00536,CUST-10145,Small Business,Printer Paper,Office Supplies,West,Rajasthan,2134.41,6,0.0,1347.86,786.55,UPI,Standard
2025-12-07,ORD-00537,CUST-10299,Consumer,Webcam,Accessories,East,Odisha,1367.66,3,0.1,843.69,523.97,Credit Card,Standard
2025-10-13,ORD-00538,CUST-10044,Consumer,Tablet Air,Electronics,West,Gujarat,8092.51,7,0.15,6118.9,1973.6,Debit Card,Standard
2025-04-11,ORD-00539,CUST-10092,Consumer,Standing Desk,Furniture,West,Gujarat,3014.58,3,0.1,2205.76,808.82,Bank Transfer,Standard
2025-08-07,ORD-00540,CUST-10344,Small Business,Notebook Pack,Office Supplies,South,Kerala,207.47,1,0.15,166.57,40.9,Credit Card,Standard
2025-05-04,ORD-00541,CUST-10010,Consumer,Monitor 27,Electronics,South,Kerala,7049.06,7,0.05,5975.43,1073.63,Bank Transfer,Standard
2025-03-06,ORD-00542,CUST-10149,Consumer,Tablet Air,Electronics,North,Delhi,4954.65,7,0.1,3240.36,1714.29,Credit Card,Standard
2025-12-27,ORD-00543,CUST-10070,Consumer,Tablet Air,Electronics,South,Kerala,4640.24,3,0.0,3976.21,664.03,Credit Card,Standard
2025-10-25,ORD-00544,CUST-10187,Corporate,Mouse,Accessories,South,Kerala,2226.31,5,0.05,1637.22,589.09,Debit Card,Standard
2025-05-13,ORD-00545,CUST-10341,Corporate,Notebook Pack,Office Supplies,West,Maharashtra,447.8,2,0.1,294.5,153.31,UPI,Express
2025-05-10,ORD-00546,CUST-10080,Corporate,Notebook Pack,Office Supplies,East,Jharkhand,938.36,5,0.05,782.34,156.02,Bank Transfer,Standard
2025-10-25,ORD-00547,CUST-10130,Consumer,Notebook Pack,Office Supplies,East,Odisha,1720.22,5,0.0,1016.06,704.16,Bank Transfer,Express
2025-06-18,ORD-00548,CUST-10158,Corporate,Standing Desk,Furniture,West,Gujarat,4777.39,5,0.1,3572.78,1204.6,Cash,Standard
2025-05-18,ORD-00549,CUST-10280,Consumer,Standing Desk,Furniture,North,Haryana,3820.91,4,0.05,3043.3,777.61,Credit Card,Standard
2025-05-22,ORD-00550,CUST-10345,Consumer,Bookshelf,Furniture,East,West Bengal,3282.59,5,0.05,2179.62,1102.97,Credit Card,Same Day
2025-06-13,ORD-00551,CUST-10034,Consumer,Printer Paper,Office Supplies,East,Odisha,1468.93,4,0.05,1232.5,236.43,Cash,Standard
2025-07-10,ORD-00552,CUST-10172,Corporate,Tablet Air,Electronics,West,Maharashtra,7778.19,6,0.1,5072.04,2706.15,UPI,Standard
